@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,33,21,31,32,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
0,2.70805,0.076961,0.693147,0,0.00995,0.067659,5.170484,1.94591,0.019803,dos
0,1.098612,0.04879,0.693147,0,0.09531,0.067659,5.327876,2.197225,0.029559,dos
0.693147,0.693147,0.254642,0,0,0.131028,0.231112,2.70805,1.098612,0.00995,probe
0,1.098612,0.04879,0.693147,0,0.039221,0.076961,5.652489,1.386294,0.00995,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.036953,0.693147,probe
0,1.098612,0.058269,0.693147,0,0.067659,0.067659,4.672829,2.70805,0.04879,dos
3.78419,2.484907,0.00995,0,4.234107,0.693147,0.00995,5.755742,5.541264,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.113329,0.058269,4.867534,2.484907,0.039221,dos
5.379897,1.386294,0,0,7.278629,0.693147,0,1.94591,5.545177,0.693147,normal
5.389072,1.386294,0,0,7.45008,0.693147,0,2.944439,5.545177,0.693147,normal
5.4161,1.386294,0,0,5.693732,0.693147,0,2.397895,4.779123,0.693147,normal
0,3.496508,0.058269,1.098612,0,0.019803,0.086178,5.583496,1.94591,0.019803,dos
5.568345,1.386294,0,0,6.727432,0.693147,0,2.70805,5.545177,0.693147,normal
5.402677,1.386294,0,0,7.409742,0.693147,0,2.639057,5.545177,0.693147,normal
7.187657,2.772589,0,0,5.814131,0.693147,0.039221,0.693147,4.007333,0.565314,normal
0,4.007333,0.058269,0.693147,0,0.10436,0.04879,4.94876,2.772589,0.058269,dos
5.313206,1.386294,0,0,8.556606,0.693147,0,1.94591,5.545177,0.693147,normal
6.854355,2.772589,0,0,5.780744,0.693147,0.039221,0.693147,4.70048,0.398776,normal
5.655992,1.386294,0,0,10.376611,0.693147,0,2.484907,5.545177,0.693147,normal
0,4.158883,0,1.098612,0,0.693147,0.285179,0.693147,0.693147,0,probe
5.252273,1.386294,0,0,10.047025,0.693147,0,0.693147,5.545177,0.693147,normal
0,1.098612,0.058269,1.098612,0,0.076961,0.067659,5.46806,2.944439,0.067659,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.867534,0.693147,probe
6.620073,0,0,0,0,0.693147,0.019803,1.791759,4.836282,0.398776,normal
0,3.044522,0.04879,0.693147,0,0.019803,0.04879,5.541264,1.94591,0.019803,dos
5.267858,1.386294,0,0,6.835185,0.693147,0,1.94591,5.545177,0.693147,normal
5.375278,1.098612,0,0,0,0.693147,0.039221,0.693147,3.78419,0.609766,probe
0,3.135494,0.058269,1.791759,0,0.067659,0.076961,5.529429,2.890372,0.067659,dos
5.799093,1.386294,0,0,7.996317,0.693147,0,1.386294,5.545177,0.693147,normal
5.746203,1.386294,0,0,8.109526,0.693147,0,1.386294,5.545177,0.693147,normal
3.73767,2.484907,0.029559,0,5.010635,0.683097,0.00995,4.204693,5.497168,0.667829,normal
0,1.098612,0.067659,0.693147,0,0.039221,0.067659,5.278115,3.135494,0.086178,dos
0,1.098612,0.693147,1.098612,0,0,0.693147,6.238325,0.693147,0,probe
5.780744,1.386294,0,0,8.183677,0.693147,0,1.791759,5.545177,0.693147,normal
0,1.098612,0.076961,0.693147,0,0.019803,0.076961,5.393628,1.791759,0.019803,dos
5.31812,0,0,0,0,0.693147,0.076961,1.098612,4.158883,0.444686,normal
0,1.098612,0.058269,0.693147,0,0.019803,0.067659,5.501258,2.833213,0.058269,dos
5.105945,1.386294,0,0,8.425078,0.693147,0,1.94591,5.545177,0.693147,normal
0,3.850148,0.04879,0.693147,0,0.086178,0.067659,5.303305,2.995732,0.067659,dos
5.342334,1.386294,0,0,6.052089,0.693147,0,2.079442,5.545177,0.693147,normal
5.710427,1.386294,0,0,6.981006,0.693147,0.00995,1.386294,5.521461,0.683097,normal
0,1.098612,0.058269,0.693147,0,0.139762,0.058269,4.442651,2.772589,0.058269,dos
5.402677,1.386294,0,0,8.04751,0.693147,0,2.197225,5.545177,0.693147,normal
2.079442,2.397895,0,0,6.514713,0.693147,0.076961,0.693147,1.098612,0.039221,normal
0,0,0.04879,0.693147,0,0.231112,0.019803,4.369448,4.248495,0.239017,dos
5.869297,1.386294,0,0,6.037871,0.693147,0,2.484907,5.545177,0.693147,normal
0,3.465736,0.058269,0.693147,0,0.086178,0.058269,5.42495,3.044522,0.076961,dos
5.63479,1.386294,0,0,7.564757,0.693147,0,2.944439,5.545177,0.693147,normal
5.411646,1.386294,0,0,6.608001,0.693147,0,2.484907,5.545177,0.693147,normal
5.384495,1.386294,0,0,7.551712,0.693147,0,1.791759,2.397895,0.693147,normal
3.850148,2.484907,0,0,3.850148,0.693147,0.00995,1.609438,5.298317,0.683097,normal
0,3.332205,0.067659,0.693147,0,0.165514,0.058269,4.430817,2.772589,0.058269,dos
0,2.890372,0.067659,1.791759,0,0.173953,0.058269,4.488636,2.890372,0.067659,dos
6.546785,2.772589,0,0,5.811141,0.693147,0.019803,0.693147,5.187386,0.553885,normal
0,3.465736,0.058269,0.693147,0,0.09531,0.058269,5.241747,2.944439,0.067659,dos
5.843544,1.386294,0,0,8.590258,0.693147,0,2.197225,5.545177,0.693147,normal
2.944439,2.079442,0,0,0,0.693147,0,0.693147,4.248495,0.693147,probe
0,3.828641,0.04879,0.693147,0,0.076961,0.04879,5.420535,2.995732,0.067659,dos
5.365976,1.386294,0,0,7.889834,0.693147,0,2.890372,5.545177,0.693147,normal
6.248043,0.693147,0,0,1.609438,0.693147,0,6.09357,5.545177,0.693147,normal
5.66296,1.386294,0,0,10.582333,0.693147,0,1.609438,5.545177,0.693147,normal
0,2.639057,0.058269,0.693147,0,0.04879,0.067659,5.342334,2.995732,0.067659,dos
0,0,0.067659,1.098612,0,0.029559,0.067659,5.505332,2.079442,0.029559,dos
5.549076,1.386294,0,0,8.043342,0.693147,0,3.091042,5.545177,0.693147,normal
5.446737,1.386294,0,0,7.134094,0.693147,0,2.397895,5.545177,0.693147,normal
7.820038,2.772589,0,0,5.820083,0.693147,0,0.693147,5.081404,0.693147,normal
0,3.465736,0.067659,0.693147,0,0.019803,0.067659,5.541264,1.609438,0.019803,dos
5.488938,1.386294,0,0,9.498972,0.693147,0,1.098612,5.545177,0.693147,normal
6.588926,2.772589,0,0,5.814131,0.693147,0.076961,1.098612,5.187386,0.524729,normal
0,0,0.058269,0.693147,0,0.223144,0.019803,4.248495,4.290459,0.24686,dos
5.4161,1.386294,0,0,5.56452,0.693147,0,2.564949,5.545177,0.693147,normal
6.922644,2.772589,0,0,5.808142,0.693147,0.029559,0.693147,3.850148,0.34359,normal
0,2.772589,0.067659,1.791759,0,0.00995,0.067659,5.327876,1.386294,0.00995,dos
8.112228,2.772589,0,0,5.808142,0.693147,0.029559,0.693147,5.303305,0.530628,normal
4.919981,2.302585,0,0,9.683153,0.693147,0.039221,0.693147,0.693147,0.00995,normal
5.786897,1.386294,0,0,7.836765,0.693147,0,2.397895,3.850148,0.693147,normal
3.367296,1.098612,0,0,0,0.693147,0.039221,4.49981,4.49981,0.300105,dos
0,1.386294,0,1.098612,0,0.693147,0,2.833213,5.545177,0.693147,normal
0,1.098612,0.693147,1.098612,0,0.405465,0.693147,1.098612,0.693147,0,probe
3.78419,2.484907,0,0,4.875197,0.693147,0.019803,4.394449,5.389072,0.615186,normal
0.693147,0.693147,0,1.386294,0,0.693147,0.518794,1.098612,1.098612,0.00995,probe
0,0.693147,0.672944,1.098612,0,0,0.647103,6.238325,0.693147,0,probe
4.727388,2.484907,0.00995,0,3.73767,0.693147,0.00995,5.525453,4.672829,0.565314,normal
0,0,0.058269,0.693147,0,0.067659,0.058269,5.332719,2.772589,0.058269,dos
5.590987,1.386294,0,0,6.50279,0.693147,0,1.609438,5.545177,0.693147,normal
5.736572,1.386294,0,0,6.926577,0.693147,0,0.693147,5.484797,0.693147,normal
3.78419,2.484907,0,0,3.78419,0.693147,0.00995,4.85203,5.541264,0.693147,normal
10.906708,1.386294,0,0,9.025816,0.693147,0,1.098612,1.94591,0.693147,dos
0,1.098612,0.058269,1.098612,0,0.076961,0.067659,5.509388,2.995732,0.067659,dos
0,3.912023,0.067659,0.693147,0,0.019803,0.067659,4.770685,3.135494,0.086178,dos
0,3.135494,0.058269,0.693147,0,0.086178,0.058269,5.356586,2.995732,0.067659,dos
5.501258,1.386294,0,0,6.932448,0.693147,0,3.610918,5.545177,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.029559,0.076961,5.497168,2.197225,0.029559,dos
0,3.401197,0.067659,0.693147,0,0.019803,0.067659,4.787492,1.098612,0.00995,dos
0,3.89182,0.058269,0.693147,0,0.157004,0.067659,4.682131,2.302585,0.039221,dos
5.472271,1.386294,0,0,8.078068,0.693147,0.019803,2.079442,5.484797,0.662688,normal
6.453625,2.302585,0,0,9.910662,0.693147,0.00995,0.693147,4.70048,0.398776,normal
2.944439,2.079442,0,0,0,0.693147,0,0.693147,5.043425,0.693147,probe
0,2.944439,0.058269,0.693147,0,0.00995,0.076961,5.690359,1.098612,0.00995,dos
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.545177,0.693147,normal
0,3.828641,0.067659,0.693147,0,0.131028,0.076961,4.955827,3.044522,0.076961,dos
5.811141,1.386294,0,0,6.758095,0.693147,0,2.564949,5.545177,0.693147,normal
5.66296,1.386294,0,0,7.839132,0.693147,0,2.079442,5.545177,0.693147,normal
5.379897,1.386294,0,0,8.907206,0.693147,0,1.098612,5.545177,0.693147,normal
3.433987,3.258097,0,0,0,0.693147,0,0.693147,5.099866,0.693147,normal
5.26269,0,0,0,0,0.693147,0.336472,0.693147,3.135494,0.587787,normal
0,1.098612,0.058269,0.693147,0,0.139762,0.067659,4.691348,2.484907,0.039221,dos
0,3.135494,0.058269,0.693147,0,0.039221,0.067659,5.620401,2.564949,0.04879,dos
7.319865,2.772589,0,0,5.802118,0.693147,0.029559,0.693147,5.056246,0.548121,normal
0,1.386294,0.131028,0.693147,0,0.329304,0.019803,3.367296,4.219508,0.231112,dos
5.438079,1.386294,0,0,5.638355,0.693147,0,1.791759,5.545177,0.693147,normal
5.293305,1.386294,0,0,6.49224,0.693147,0,2.564949,5.545177,0.693147,normal
5.288267,1.386294,0,0,7.273093,0.693147,0,3.526361,5.545177,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.086178,0.058269,4.70953,3.526361,0.122218,dos
0,1.098612,0.058269,0.693147,0,0.019803,0.067659,5.099866,2.995732,0.067659,dos
0,2.302585,0.067659,0.693147,0,0.131028,0.019803,4.094345,4.174387,0.223144,dos
0,1.098612,0.067659,1.098612,0,0.058269,0.067659,4.60517,1.94591,0.019803,dos
0,4.127134,0.04879,0.693147,0,0.019803,0.04879,5.620401,1.94591,0.019803,dos
0,1.098612,0.693147,1.098612,0,0.00995,0.482426,5.030438,0.693147,0,probe
5.866468,1.386294,0,0,7.355641,0.693147,0,2.564949,5.545177,0.693147,normal
3.828641,2.484907,0,0,4.875197,0.693147,0.019803,4.912655,5.252273,0.559616,normal
0,3.970292,0.058269,0.693147,0,0,0.076961,5.308268,3.044522,0.076961,dos
5.874931,1.386294,0,0,7.30586,0.693147,0,1.098612,5.545177,0.693147,normal
0,1.098612,0.693147,1.098612,0,0,0.693147,5.627621,0.693147,0,probe
0,1.098612,0.239017,0.693147,0,0.438255,0.09531,2.484907,1.94591,0.019803,dos
0,1.098612,0.067659,1.098612,0,0.067659,0.067659,5.42495,2.772589,0.058269,dos
5.356586,1.386294,0,0,5.774552,0.693147,0,2.484907,5.545177,0.693147,normal
0,3.89182,0.058269,1.098612,0,0.039221,0.067659,5.590987,2.484907,0.039221,dos
0,1.098612,0.067659,0.693147,0,0.067659,0.058269,4.919981,2.484907,0.039221,dos
0,4.127134,0.04879,0.693147,0,0.04879,0.04879,5.598422,2.70805,0.04879,dos
0,3.610918,0.058269,1.098612,0,0.058269,0.067659,5.68358,2.890372,0.067659,dos
0,3.465736,0.058269,0.693147,0,0.067659,0.067659,5.673323,2.995732,0.067659,dos
5.659482,1.386294,0,0,5.739793,0.693147,0,1.791759,5.545177,0.693147,normal
5.793014,1.386294,0,0,5.739793,0.693147,0,1.94591,5.545177,0.693147,normal
5.220356,1.386294,0,0,8.615408,0.693147,0,1.94591,5.545177,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.076961,0.067659,5.356586,2.833213,0.058269,dos
0.693147,1.098612,0,1.386294,0,0.693147,0.405465,1.098612,1.098612,0.00995,probe
0,3.496508,0.067659,0.693147,0,0.039221,0.086178,5.42495,1.94591,0.019803,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.077537,0.693147,probe
0,1.386294,0,1.098612,0,0.693147,0,2.302585,5.111988,0.693147,normal
0,1.098612,0.270027,0.693147,0,0.058269,0.086178,2.833213,1.609438,0.019803,dos
5.517453,1.386294,0,0,7.685244,0.693147,0.00995,1.098612,5.488938,0.667829,normal
5.771441,1.386294,0,0,8.763584,0.693147,0,2.70805,5.545177,0.693147,normal
0,1.386294,0.058269,0.693147,0,0.039221,0.067659,5.68358,2.484907,0.039221,dos
5.758902,1.386294,0,0,8.264878,0.693147,0,1.94591,5.545177,0.693147,normal
0,1.098612,0,1.386294,0,0.693147,0.667829,0.693147,0.693147,0,probe
5.733341,1.386294,0,0,7.827241,0.693147,0.00995,1.609438,5.517453,0.678034,normal
5.693732,1.386294,0,0,7.836765,0.693147,0,1.791759,5.003946,0.693147,normal
5.438079,1.386294,0,0,8.304,0.693147,0,1.609438,5.545177,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.00995,0.470004,5.308268,1.098612,0.336472,dos
5.298317,1.386294,0,0,8.544419,0.693147,0,2.564949,5.545177,0.693147,normal
2.944439,2.079442,0,0,0,0.693147,0,0.693147,3.78419,0.693147,probe
7.651596,2.772589,0,0,5.793014,0.693147,0.019803,0.693147,4.962845,0.41871,normal
0,1.098612,0.693147,1.098612,0,0,0.693147,5.697093,0.693147,0,probe
0,1.098612,0.04879,0.693147,0,0.058269,0.067659,5.303305,0.693147,0,dos
5.7301,1.386294,0,0,8.23111,0.693147,0,1.609438,5.545177,0.693147,normal
0,1.098612,0.693147,1.098612,0,0.00995,0.451076,4.343805,0.693147,0,probe
3.828641,2.484907,0.00995,0,4.927254,0.688135,0.019803,5.17615,4.941642,0.576613,normal
7.307873,3.135494,0,0,8.331586,0.693147,0.019803,0.693147,4.025352,0.207014,normal
5.820083,1.386294,0,0,8.325306,0.693147,0,1.94591,5.545177,0.693147,normal
5.680173,1.386294,0,0,7.230563,0.693147,0,3.044522,5.545177,0.693147,normal
0,4.127134,0.076961,0.693147,0,0.10436,0.067659,4.189655,2.639057,0.04879,dos
4.990433,0.693147,0.405465,0,4.663439,0.405465,0.615186,1.609438,1.098612,0.00995,normal
5.700444,1.386294,0,0,8.497806,0.693147,0,2.197225,5.545177,0.693147,normal
5.379897,1.386294,0,0,8.850804,0.693147,0,1.098612,5.545177,0.693147,normal
5.488938,1.386294,0,0,5.966147,0.693147,0,1.098612,5.545177,0.693147,normal
7.038784,2.772589,0,0,5.929589,0.693147,0.00995,0.693147,5.509388,0.672944,normal
6.608001,0,0,0,0,0.693147,0.019803,1.098612,2.639057,0.04879,normal
7.300473,3.258097,0,0,0,0.693147,0,1.098612,5.023881,0.693147,dos
10.906708,1.386294,0,0,9.025816,0.693147,0,1.386294,4.51086,0.693147,dos
5.713733,1.386294,0,0,5.556828,0.693147,0.00995,1.386294,5.513429,0.678034,normal
5.42495,1.386294,0,0,9.404261,0.693147,0,1.791759,5.545177,0.693147,normal
5.361292,1.386294,0,0,7.99699,0.693147,0,1.609438,5.545177,0.693147,normal
7.361375,2.772589,0,0,5.799093,0.693147,0.039221,0.693147,5.062595,0.631272,normal
3.806662,2.484907,0,0,3.806662,0.693147,0.00995,5.068904,5.541264,0.693147,normal
0.693147,1.098612,0.307485,0,0,0.086178,0.223144,3.135494,1.098612,0.00995,probe
5.308268,1.386294,0,0,7.359468,0.693147,0,2.564949,4.454347,0.693147,normal
4.26268,2.995732,0.139762,0,0,0.182322,0.00995,3.044522,3.178054,0.086178,normal
7.285507,2.772589,0,0,5.786897,0.693147,0.04879,0.693147,5.273,0.57098,normal
0,3.496508,0.058269,0.693147,0,0.019803,0.058269,5.55296,1.609438,0.019803,dos
5.793014,1.386294,0,0,6.670766,0.693147,0,1.791759,5.545177,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.076961,0.058269,5.273,1.386294,0.00995,dos
0,1.386294,0.086178,0.693147,0,0.24686,0.039221,4.234107,3.583519,0.131028,dos
0,1.098612,0.058269,0.693147,0,0.058269,0.067659,5.700444,2.944439,0.067659,dos
7.354362,2.772589,0,0,5.991465,0.693147,0.00995,0.693147,5.225747,0.548121,normal
0,2.639057,0.058269,0.693147,0,0.029559,0.058269,5.666427,1.94591,0.019803,dos
0,2.397895,0.058269,0.693147,0,0.039221,0.067659,5.648974,2.302585,0.039221,dos
0,3.583519,0.067659,0.693147,0,0.10436,0.058269,4.584967,2.484907,0.039221,dos
5.4161,1.386294,0,0,9.053219,0.693147,0,1.098612,5.545177,0.693147,normal
0,2.833213,0.039221,0.693147,0,0.086178,0.04879,5.631212,3.258097,0.09531,dos
6.613384,2.772589,0,0,5.645447,0.693147,0.04879,0.693147,4.59512,0.451076,normal
0,3.871201,0.058269,0.693147,0,0.067659,0.04879,4.682131,2.079442,0.029559,dos
5.783825,1.386294,0,0,7.435438,0.693147,0,1.386294,5.545177,0.693147,normal
5.123964,1.386294,0,0,6.489205,0.693147,0,0.693147,5.545177,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.075174,0.693147,probe
6.410175,2.772589,0,0,5.786897,0.693147,0.039221,0.693147,4.317488,0.530628,normal
0,3.89182,0.058269,0.693147,0,0.067659,0.086178,5.70711,3.044522,0.076961,dos
0,3.401197,0.067659,0.693147,0,0.157004,0.058269,4.736198,2.995732,0.067659,dos
3.850148,2.484907,0,0,3.850148,0.693147,0,5.023881,5.545177,0.693147,normal
5.831882,1.386294,0,0,6.028279,0.693147,0,1.609438,5.545177,0.693147,normal
5.575949,1.386294,0,0,5.63479,0.693147,0.00995,3.401197,5.433722,0.636577,normal
0,2.397895,0.157004,0.693147,0,0.231112,0.058269,3.178054,3.332205,0.10436,dos
0,2.564949,0.09531,0.693147,0,0.207014,0.076961,4.110874,2.772589,0.058269,dos
0,4.143135,0.067659,0.693147,0,0.122218,0.067659,4.997212,2.995732,0.067659,dos
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.545177,0.693147,normal
3.78419,2.484907,0,0,4.406719,0.693147,0.00995,5.690359,5.541264,0.693147,normal
3.583519,2.484907,0,0,0,0.693147,0.029559,0.693147,3.367296,0.113329,normal
5.886104,1.386294,0,0,7.6587,0.693147,0,2.197225,5.545177,0.693147,normal
0,2.197225,0.058269,0.693147,0,0.019803,0.067659,5.602119,2.833213,0.058269,dos
3.806662,2.484907,0,0,4.890349,0.693147,0.00995,4.26268,5.105945,0.506818,normal
0,1.386294,0.14842,0.693147,0,0.307485,0.019803,3.258097,4.219508,0.231112,dos
3.78419,2.484907,0.019803,0,3.78419,0.688135,0.00995,4.682131,5.541264,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,0.04879,4.59512,4.077537,0.322083,dos
0,3.295837,0.058269,1.098612,0,0.039221,0.058269,5.525453,2.484907,0.039221,dos
0,1.098612,0.058269,0.693147,0,0.039221,0.058269,5.605802,2.302585,0.039221,dos
5.513429,1.386294,0,0,7.412764,0.693147,0,2.484907,5.545177,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.039221,0.067659,4.663439,2.484907,0.039221,dos
0,4.007333,0.04879,0.693147,0,0.067659,0.067659,5.652489,3.091042,0.076961,dos
5.63479,1.386294,0,0,5.7301,0.693147,0,1.791759,5.545177,0.693147,normal
0,2.302585,0.10436,0.693147,0,0.14842,0.029559,3.637586,4.189655,0.223144,dos
6.940222,3.258097,0,0,0,0.693147,0.04879,6.238325,3.828641,0.165514,dos
0,1.098612,0.058269,0.693147,0,0.076961,0.076961,5.273,2.833213,0.058269,dos
5.347108,1.386294,0,0,8.903272,0.693147,0,2.397895,5.545177,0.693147,normal
5.451038,1.386294,0,0,7.340836,0.693147,0,2.772589,5.545177,0.693147,normal
0,3.433987,0.058269,0.693147,0,0.067659,0.067659,4.905275,2.564949,0.04879,dos
0,1.098612,0.322083,0.693147,0,0.322083,0.076961,2.639057,1.791759,0.019803,dos
5.204007,2.995732,0.693147,0,0,0.405465,0.00995,1.098612,2.772589,0.058269,normal
0,1.098612,0.076961,1.098612,0,0.029559,0.086178,4.779123,1.386294,0.00995,dos
0,1.098612,0.058269,0.693147,0,0.076961,0.067659,4.672829,1.94591,0.019803,dos
5.631212,1.386294,0,0,7.355641,0.693147,0,2.197225,5.545177,0.693147,normal
4.663439,1.098612,0.336472,0,4.997212,0.182322,0.00995,1.791759,5.446737,0.647103,normal
0,1.098612,0.067659,0.693147,0,0.113329,0.058269,4.762174,2.890372,0.067659,dos
0.693147,1.098612,0,1.386294,0,0.693147,0.405465,1.098612,1.098612,0.00995,probe
5.823046,1.386294,0,0,7.068172,0.693147,0,1.098612,5.545177,0.693147,normal
5.204007,2.995732,0.693147,0,0,0.405465,0.00995,1.098612,3.367296,0.10436,normal
4.997212,0.693147,0.559616,0,0,0.223144,0.500775,1.609438,0.693147,0,normal
0,3.044522,0.058269,0.693147,0,0.076961,0.067659,5.384495,2.890372,0.067659,dos
5.786897,1.386294,0,0,6.001415,0.693147,0,2.995732,5.545177,0.693147,normal
4.663439,1.098612,0.693147,0,4.997212,0.285179,0.00995,1.386294,5.505332,0.672944,normal
0,3.850148,0.131028,0.693147,0,0.378436,0.067659,3.583519,2.833213,0.058269,dos
0,2.944439,0.058269,0.693147,0,0.086178,0.067659,5.411646,2.995732,0.067659,dos
5.501258,1.386294,0,2.302585,10.221905,0.693147,0,1.791759,5.545177,0.693147,normal
3.610918,2.484907,0,0,0,0.693147,0,1.791759,5.003946,0.693147,normal
3.828641,2.484907,0,0,3.828641,0.693147,0,4.744932,5.545177,0.693147,normal
0,2.70805,0.04879,0.693147,0,0.058269,0.058269,5.429346,2.70805,0.04879,dos
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.298317,0.693147,normal
5.541264,1.386294,0,0,7.250636,0.693147,0,1.791759,5.545177,0.693147,normal
5.880533,1.386294,0,0,7.144407,0.693147,0,1.791759,5.545177,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.00995,0.058269,5.616771,1.609438,0.019803,dos
0,1.098612,0.04879,0.693147,0,0.076961,0.067659,5.63479,3.178054,0.086178,dos
0,1.098612,0.058269,0.693147,0,0.04879,0.04879,5.402677,2.397895,0.039221,dos
6.940222,3.258097,0,0,0,0.693147,0.122218,6.23637,4.418841,0.277632,dos
0,1.098612,0.058269,0.693147,0,0.058269,0.086178,5.147494,2.484907,0.039221,dos
0,1.098612,0.076961,0.693147,0,0.04879,0.076961,4.663439,2.772589,0.058269,dos
4.663439,1.098612,0.254642,0,4.983607,0.131028,0.00995,2.079442,5.446737,0.647103,normal
7.396335,2.772589,0,0,5.805135,0.693147,0.039221,0.693147,5.278115,0.524729,normal
4.663439,1.098612,0,0,0,0.693147,0.067659,0.693147,3.496508,0.576613,normal
0,3.091042,0.086178,0.693147,0,0.371564,0.067659,3.526361,3.091042,0.076961,dos
5.926926,0,0,0,0,0.693147,0.157004,1.791759,4.488636,0.652325,normal
7.273786,4.025352,0,1.791759,8.635332,0.693147,0.019803,0.693147,0.693147,0.00995,normal
6.458338,0,0,0,0,0.693147,0.019803,2.197225,4.369448,0.34359,normal
7.501082,2.772589,0,0,5.793014,0.693147,0.019803,0.693147,5.283204,0.57098,normal
5.398163,1.386294,0,0,8.370084,0.693147,0,2.197225,3.433987,0.693147,normal
0,1.94591,0.058269,0.693147,0,0.00995,0.067659,5.697093,1.791759,0.019803,dos
5.46806,1.386294,0,2.302585,0,0.693147,0,0.693147,5.545177,0.693147,normal
0,3.7612,0.058269,0.693147,0,0.058269,0.076961,5.68358,2.079442,0.029559,dos
5.533389,1.386294,0,0,7.302496,0.693147,0,2.197225,5.545177,0.693147,normal
0,2.302585,0.04879,0.693147,0,0.122218,0.067659,4.718499,2.70805,0.04879,dos
0,1.098612,0.058269,0.693147,0,0.04879,0.067659,4.787492,3.044522,0.076961,dos
0,4.158883,0.693147,0.693147,0,0,0.693147,6.238325,1.098612,0.00995,probe
5.720312,1.386294,0,0,7.827241,0.693147,0.00995,1.791759,5.505332,0.672944,normal
3.367296,1.098612,0,0,0,0.693147,0.039221,4.304065,4.304065,0.254642,dos
3.850148,2.484907,0,0,4.927254,0.693147,0,5.036953,5.545177,0.693147,normal
5.493061,1.386294,0,0,7.752765,0.693147,0,1.791759,5.446737,0.693147,normal
6.74876,2.772589,0,0,5.802118,0.693147,0.019803,0.693147,5.288267,0.57098,normal
0,3.526361,0.058269,0.693147,0,0.039221,0.058269,5.488938,2.397895,0.039221,dos
5.420535,1.386294,0,0,5.652489,0.693147,0,3.713572,5.545177,0.693147,normal
5.690359,1.386294,0,0,7.257003,0.693147,0,2.079442,5.545177,0.693147,normal
7.081709,2.772589,0,0,5.968708,0.693147,0.223144,0.693147,4.564348,0.314811,normal
4.521789,4.110874,0,0,0,0.693147,0.019803,0.693147,0.693147,0.00995,normal
5.616771,1.386294,0,0,7.515889,0.693147,0,2.833213,5.545177,0.693147,normal
0.693147,0.693147,0,1.386294,0,0.693147,0.542324,1.098612,1.098612,0.00995,probe
0,3.89182,0.067659,0.693147,0,0.019803,0.067659,5.549076,1.609438,0.019803,dos
5.746203,1.386294,0,0,10.33332,0.693147,0,1.098612,5.545177,0.693147,normal
5.697093,1.386294,0,0,7.659643,0.693147,0,3.295837,5.545177,0.693147,normal
0,3.583519,0.058269,1.098612,0,0.113329,0.058269,4.997212,2.944439,0.067659,dos
5.31812,1.386294,0,0,10.05363,0.693147,0,1.386294,5.545177,0.693147,normal
5.840642,1.386294,0,0,8.830543,0.693147,0,2.197225,5.545177,0.693147,normal
5.799093,3.135494,0,0,6.961296,0.693147,0.04879,0.693147,3.89182,0.392042,normal
9.236203,0,0,0,0,0.693147,0,2.197225,2.70805,0.693147,normal
5.187386,1.386294,0,0,7.348588,0.693147,0,3.367296,5.545177,0.693147,normal
3.828641,2.484907,0,0,3.828641,0.693147,0.00995,5.267858,5.525453,0.683097,normal
5.342334,1.386294,0,0,6.212606,0.693147,0,2.70805,5.545177,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.076961,0.04879,5.081404,2.639057,0.04879,dos
6.940222,3.258097,0,0,0,0.693147,0.14842,6.23637,4.007333,0.19062,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.043425,0.693147,probe
0,3.931826,0.076961,1.791759,0,0.019803,0.067659,4.65396,1.098612,0.00995,dos
6.940222,3.258097,0,0,0,0.693147,0.019803,4.779123,4.779123,0.378436,dos
6.873164,0,0,0,0,0.693147,0.029559,3.135494,4.488636,0.300105,normal
5.56452,1.386294,0,0,5.252273,0.693147,0,2.890372,4.804021,0.693147,normal
